"gene","sample","expression","organism","age","sex","infection","strain","time","tissue","mouse","ENTREZID","product","ensembl_gene_id","external_synonym","chromosome_name","gene_biotype","phenotype_description","hsapiens_homolog_associated_gene_name"
"Lgals3","GSM2545346",127,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",23,16854,"lectin, galactose binding, soluble 3, transcript variant 1","ENSMUSG00000050335","gal3","14","protein_coding","Mallory bodies","LGALS3"
"Pabpc4","GSM2545336",747,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",14,230721,"poly(A) binding protein, cytoplasmic 4, transcript variant X4","ENSMUSG00000011257",NA,"4","protein_coding","abnormal spine curvature","PABPC4"
"Sf3b1","GSM2545337",17069,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",9,81898,"splicing factor 3b, subunit 1","ENSMUSG00000025982","2810001M05Rik","1","protein_coding","cervical vertebral transformation","SF3B1"
"Slit1","GSM2545350",196,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",1,20562,"slit homolog 1 (Drosophila), transcript variant X1","ENSMUSG00000025020","Slil1","19","protein_coding",NA,"SLIT1"
"Ube2f","GSM2545344",1261,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",22,67921,"ubiquitin-conjugating enzyme E2F (putative), transcript variant X2","ENSMUSG00000034343","2510010F15Rik","1","protein_coding","abnormal eye morphology","UBE2F"
"Gm28209","GSM2545342",1,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",5,102636940,"predicted gene 28209, transcript variant X2","ENSMUSG00000101224",NA,"1","lncRNA",NA,NA
"AW046200","GSM2545347",98,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",24,100502619,"expressed sequence AW046200","ENSMUSG00000110419",NA,"8","lncRNA",NA,NA
"Pcyox1l","GSM2545346",470,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",23,240334,"prenylcysteine oxidase 1 like, transcript variant X1","ENSMUSG00000024579",NA,"18","protein_coding","abnormal auditory brainstem response","PCYOX1L"
"Rbm28","GSM2545352",2037,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",21,68272,"RNA binding motif protein 28","ENSMUSG00000029701","2810480G15Rik","6","protein_coding",NA,"RBM28"
"Zfp941","GSM2545363",638,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",12,407812,"zinc finger protein 941","ENSMUSG00000060314","BC066028","7","protein_coding",NA,"ZNF519"
"Cmpk2","GSM2545337",513,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",9,22169,"cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial, transcript variant X1","ENSMUSG00000020638","1200004E04Rik","12","protein_coding","abnormal behavior","CMPK2"
"Gm9899","GSM2545339",1062,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",15,100502829,"predicted gene 9899","ENSMUSG00000053214",NA,"5","lncRNA",NA,NA
"Alk","GSM2545342",63,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",5,11682,"anaplastic lymphoma kinase","ENSMUSG00000055471","CD246","17","protein_coding","abnormal behavior","ALK"
"Tipin","GSM2545343",607,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",11,66131,"timeless interacting protein, transcript variant X6","ENSMUSG00000032397","1110005A05Rik","9","protein_coding",NA,"TIPIN"
"Gm29183","GSM2545353",5,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",4,102633781,"predicted gene 29183, transcript variant X2","ENSMUSG00000101344",NA,"1","lncRNA",NA,NA
"Pgap1","GSM2545346",1951,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",23,241062,"post-GPI attachment to proteins 1","ENSMUSG00000073678","5033403E17Rik","1","protein_coding","preweaning lethality complete penetrance","PGAP1"
"Gm15850","GSM2545337",1,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",9,329253,"predicted gene 15850, transcript variant 4","ENSMUSG00000086264",NA,"1","lncRNA",NA,NA
"Gjc2","GSM2545338",568,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",10,118454,"gap junction protein, gamma 2, transcript variant 1","ENSMUSG00000043448","B230382L12Rik","11","protein_coding","Purkinje cell degeneration","GJC2"
"Xpr1","GSM2545338",3705,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",10,19775,"xenotropic and polytropic retrovirus receptor 1","ENSMUSG00000026469","Rmc-1","1","protein_coding","increased susceptibility to Retroviridae infection","XPR1"
"Qpct","GSM2545339",236,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",15,70536,"glutaminyl-peptide cyclotransferase (glutaminyl cyclase)","ENSMUSG00000024084","5730422A13Rik","17","protein_coding",NA,"QPCT"
"Pgpep1l","GSM2545336",21,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",14,78444,"pyroglutamyl-peptidase I-like, transcript variant X1","ENSMUSG00000030553","C330024D12Rik","7","protein_coding",NA,"PGPEP1L"
"Dynlt1a","GSM2545346",343,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",23,100310872,"dynein light chain Tctex-type 1A","ENSMUSG00000092074",NA,"17","protein_coding",NA,"DYNLT1"
"Paip2b","GSM2545343",3951,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",11,232164,"poly(A) binding protein interacting protein 2B","ENSMUSG00000045896",NA,"6","protein_coding",NA,"PAIP2B"
"Ddx3x","GSM2545346",20544,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",23,13205,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked, transcript variant X2","ENSMUSG00000000787","D1Pas1-rs2","X","protein_coding","abnormal placenta vasculature","DDX3X"
"Senp3","GSM2545338",2176,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",10,80886,"SUMO/sentrin specific peptidase 3, transcript variant 2","ENSMUSG00000005204","Smt3ip1","11","protein_coding","abnormal behavior","SENP3"
"Zc3h3","GSM2545363",579,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",12,223642,"zinc finger CCCH type containing 3, transcript variant X1","ENSMUSG00000075600","Smicl","15","protein_coding",NA,"ZC3H3"
"Tchh","GSM2545338",62,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",10,99681,"trichohyalin","ENSMUSG00000052415","AHF","3","protein_coding",NA,"TCHH"
"Slc13a1","GSM2545338",152,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",10,55961,"solute carrier family 13 (sodium/sulfate symporters), member 1","ENSMUSG00000029700","Nas1","6","protein_coding","abnormal enzyme/coenzyme activity","SLC13A1"
"Mettl17","GSM2545338",747,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",10,52535,"methyltransferase like 17","ENSMUSG00000004561","2310032K15Rik","14","protein_coding",NA,"METTL17"
"Boll","GSM2545350",7,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",1,75388,"bol, boule-like (Drosophila), transcript variant X1","ENSMUSG00000025977","4930554P13Rik","1","protein_coding","abnormal male germ cell apoptosis","BOLL"
"Slc2a1","GSM2545362",4729,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",20,20525,"solute carrier family 2 (facilitated glucose transporter), member 1","ENSMUSG00000028645","Glut-1","4","protein_coding","abnormal glucose homeostasis","SLC2A1"
"Rpp25","GSM2545342",163,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",5,102614,"ribonuclease P/MRP 25 subunit","ENSMUSG00000062309",NA,"9","protein_coding",NA,"RPP25"
"Kazald1","GSM2545380",393,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",19,107250,"Kazal-type serine peptidase inhibitor domain 1, transcript variant X3","ENSMUSG00000025213","Bono1","19","protein_coding",NA,"KAZALD1"
"Cd99l2","GSM2545349",3641,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",7,171486,"CD99 antigen-like 2, transcript variant X4","ENSMUSG00000035776","Mic2l1","X","protein_coding","abnormal cellular extravasation","CD99L2"
"Raf1","GSM2545354",4062,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",2,110157,"v-raf-leukemia viral oncogene 1","ENSMUSG00000000441","6430402F14Rik","6","protein_coding","abnormal lens morphology","RAF1"
"Gm2223","GSM2545344",19,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",22,100039419,NA,"ENSMUSG00000079297",NA,"X","processed_pseudogene",NA,NA
"B3gnt7","GSM2545341",6,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",6,227327,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7","ENSMUSG00000079445","beta-3GnT7","1","protein_coding","enlarged heart","B3GNT7"
"Mdh1b","GSM2545349",20,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",7,76668,"malate dehydrogenase 1B, NAD (soluble), transcript variant X1","ENSMUSG00000025963","1700124B08Rik","1","protein_coding",NA,"MDH1B"
"Bend6","GSM2545341",7107,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",6,320705,"BEN domain containing 6, transcript variant X1","ENSMUSG00000042182","B230209C24Rik","1","protein_coding","increased heart rate","BEND6"
"Bbs1","GSM2545354",1462,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",2,52028,"Bardet-Biedl syndrome 1 (human), transcript variant X1","ENSMUSG00000006464","D19Ertd609e","19","protein_coding","abnormal blood vessel morphology","BBS1"
"Strip1","GSM2545345",2807,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",13,229707,"striatin interacting protein 1","ENSMUSG00000014601","6330569M22Rik","3","protein_coding","abnormal mesoderm development","STRIP1"
"Nrsn2","GSM2545354",1937,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",2,228777,"neurensin 2, transcript variant X1","ENSMUSG00000059361","LOC228777","2","protein_coding","decreased circulating creatine kinase level","NRSN2"
"Elfn1","GSM2545343",92,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",11,243312,"leucine rich repeat and fibronectin type III, extracellular 1, transcript variant X1","ENSMUSG00000048988","A930017N06Rik","5","protein_coding","abnormal spinal cord morphology","ELFN1"
"Arpc2","GSM2545342",3253,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",5,76709,"actin related protein 2/3 complex, subunit 2, transcript variant X1","ENSMUSG00000006304","2210023N03Rik","1","protein_coding","abnormal coat/hair pigmentation","ARPC2"
"Casp8","GSM2545347",103,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",24,12370,"caspase 8, transcript variant X1","ENSMUSG00000026029","Caspase-8","1","protein_coding","abnormal blood cell morphology/development","CASP8"
"Grm4","GSM2545344",13203,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",22,268934,"glutamate receptor, metabotropic 4, transcript variant 2","ENSMUSG00000063239","Gprc1d","17","protein_coding","abnormal motor learning","GRM4"
"Grem2","GSM2545336",324,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",14,23893,"gremlin 2 homolog, cysteine knot superfamily (Xenopus laevis)","ENSMUSG00000050069","Prdc","1","protein_coding","dilated heart left ventricle","GREM2"
"Dhrs11","GSM2545353",502,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",4,192970,"dehydrogenase/reductase (SDR family) member 11, transcript variant X2","ENSMUSG00000034449",NA,"11","protein_coding",NA,"DHRS11"
"Fer1l5","GSM2545344",2,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",22,100534273,"fer-1-like 5 (C. elegans), transcript variant X1","ENSMUSG00000037432","4930533C12Rik","1","protein_coding",NA,"FER1L5"
"Dyrk3","GSM2545341",118,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",6,226419,"dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3","ENSMUSG00000016526",NA,"1","protein_coding","abnormal erythropoiesis","DYRK3"
"Ccdc28b","GSM2545343",2181,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",11,66264,"coiled coil domain containing 28B","ENSMUSG00000028795","1110002E08Rik","4","protein_coding",NA,"CCDC28B"
"Gm31135","GSM2545339",54,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",15,102633271,"predicted gene, 31135, transcript variant X9","ENSMUSG00000109127","Gm45158","8","lncRNA",NA,NA
"Drd1","GSM2545342",25,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",5,13488,"dopamine receptor D1, transcript variant 1","ENSMUSG00000021478","C030036C15Rik","13","protein_coding","abnormal behavior","DRD1"
"Gpld1","GSM2545340",2726,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",18,14756,"glycosylphosphatidylinositol specific phospholipase D1","ENSMUSG00000021340","6330541J12Rik","13","protein_coding","abnormal heart morphology","GPLD1"
"Trim23","GSM2545341",5280,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",6,81003,"tripartite motif-containing 23, transcript variant X1","ENSMUSG00000021712","6330516O20Rik","13","protein_coding",NA,"TRIM23"
"Fen1","GSM2545353",699,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",4,14156,"flap structure specific endonuclease 1, transcript variant 3","ENSMUSG00000024742",NA,"19","protein_coding","abnormal DNA repair","FEN1"
"Tmie","GSM2545344",244,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",22,20776,"transmembrane inner ear, transcript variant X5","ENSMUSG00000049555","5131400L21Rik","9","protein_coding","abnormal behavior","TMIE"
"Scg2","GSM2545338",6603,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",10,20254,"secretogranin II","ENSMUSG00000050711","Chgc","1","protein_coding","decreased startle reflex","SCG2"
"Angptl1","GSM2545352",17,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",21,72713,"angiopoietin-like 1","ENSMUSG00000033544","2810039D03Rik","1","protein_coding","abnormal lens morphology","ANGPTL1"
"Snord47","GSM2545363",24,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",12,100217446,"small nucleolar RNA, C/D box 47","ENSMUSG00000064968","MBII-96","1","snoRNA",NA,NA
"Mff","GSM2545338",6741,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",10,75734,"mitochondrial fission factor, transcript variant X5","ENSMUSG00000026150","5230400G24Rik","1","protein_coding","abnormal induced morbidity/mortality","MFF"
"Ackr3","GSM2545351",336,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",16,12778,"atypical chemokine receptor 3, transcript variant 1","ENSMUSG00000044337","Cmkor1","1","protein_coding","decreased grip strength","ACKR3"
"Hopx","GSM2545353",6584,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",4,74318,"HOP homeobox, transcript variant 1","ENSMUSG00000059325","1110018K11Rik","5","protein_coding","abnormal cardiovascular system physiology","HOPX"
"Zfand6","GSM2545336",2831,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",14,65098,"zinc finger, AN1-type domain 6, transcript variant X5","ENSMUSG00000030629","3110005P07Rik","7","protein_coding","abnormal kidney morphology","ZFAND6"
"Mif-ps1","GSM2545344",2,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",22,667686,NA,"ENSMUSG00000104360","Gm8762","1","processed_pseudogene",NA,NA
"Col25a1","GSM2545346",287,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",23,77018,"collagen, type XXV, alpha 1, transcript variant X23","ENSMUSG00000058897","2700062B08Rik","3","protein_coding","abnormal motor neuron morphology","COL25A1"
"Trim3","GSM2545350",7566,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",1,55992,"tripartite motif-containing 3, transcript variant 4","ENSMUSG00000036989","BERP1","7","protein_coding","abnormal retinal outer nuclear layer morphology","TRIM3"
"Dpf2","GSM2545343",3434,"Mus musculus",8,"Male","NonInfected","C57BL/6",0,"Cerebellum",11,19708,"D4, zinc and double PHD fingers family 2, transcript variant 2","ENSMUSG00000024826","2210010M07Rik","19","protein_coding","abnormal craniofacial morphology","DPF2"
"Ptpn23","GSM2545353",2963,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",4,104831,"protein tyrosine phosphatase, non-receptor type 23, transcript variant X1","ENSMUSG00000036057","PTP-TD14","9","protein_coding","increased circulating HDL cholesterol level","PTPN23"
"Smim15","GSM2545362",2058,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",20,75616,"small integral membrane protein 15","ENSMUSG00000071180","2810008M24Rik","13","protein_coding",NA,"SMIM15"
"Sord","GSM2545340",648,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",18,20322,"sorbitol dehydrogenase","ENSMUSG00000027227","Sdh-1","2","protein_coding","abnormal lens morphology","SORD"
"Ubqln4","GSM2545336",2976,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",14,94232,"ubiquilin 4, transcript variant X1","ENSMUSG00000008604","UBIN","3","protein_coding",NA,"UBQLN4"
"Vstm2a","GSM2545336",1545,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",14,211739,"V-set and transmembrane domain containing 2A, transcript variant X1","ENSMUSG00000048834","9330184N17Rik","11","protein_coding","abnormal kidney morphology","VSTM2A"
"Dnah7a","GSM2545344",15,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",22,627872,"dynein, axonemal, heavy chain 7A, transcript variant X3","ENSMUSG00000096141","Dnahc7","1","protein_coding",NA,"DNAH7"
"Snord87","GSM2545342",2,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",8,"Cerebellum",5,266793,"small nucleolar RNA, C/D box 87","ENSMUSG00000093178","MBII-276","1","snoRNA",NA,"SNORD87"
"Amy1","GSM2545345",829,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",13,11722,"amylase 1, salivary, transcript variant 2","ENSMUSG00000074264","Amy-1","3","protein_coding",NA,NA
"Snn","GSM2545347",5794,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",8,"Cerebellum",24,20621,"stannin","ENSMUSG00000037972","2810407J07Rik","16","protein_coding",NA,"SNN"
"Boll","GSM2545352",6,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",21,75388,"bol, boule-like (Drosophila), transcript variant X1","ENSMUSG00000025977","4930554P13Rik","1","protein_coding","abnormal male germ cell apoptosis","BOLL"
"Lor","GSM2545363",2,"Mus musculus",8,"Male","InfluenzaA","C57BL/6",4,"Cerebellum",12,16939,"loricrin","ENSMUSG00000043165",NA,"3","protein_coding","abnormal heart morphology",NA
"C1qtnf2","GSM2545353",40,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",4,69183,"C1q and tumor necrosis factor related protein 2, transcript variant X1","ENSMUSG00000046491","1810033K05Rik","11","protein_coding","increased prepulse inhibition","C1QTNF2"
"Cyp51","GSM2545339",2624,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",15,13121,"cytochrome P450, family 51","ENSMUSG00000001467",NA,"5","protein_coding","abnormal cardiovascular system physiology","CYP51A1"
"Satb2","GSM2545352",29,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",21,212712,"special AT-rich sequence binding protein 2, transcript variant X3","ENSMUSG00000038331","BAP002","1","protein_coding","abnormal craniofacial morphology","SATB2"
"Mib2","GSM2545353",3001,"Mus musculus",8,"Female","NonInfected","C57BL/6",0,"Cerebellum",4,76580,"mindbomb homolog 2 (Drosophila), transcript variant 3","ENSMUSG00000029060","2210008I11Rik","4","protein_coding","abnormal eye morphology","MIB2"
"Ing5","GSM2545344",545,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum",22,66262,"inhibitor of growth family, member 5, transcript variant X1","ENSMUSG00000026283","1700027H23Rik","1","protein_coding","impaired glucose tolerance","ING5"
